,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
10,nyt://article/d3c9f0cf-4a3d-5bc0-b40e-a86c25c461b4,https://www.nytimes.com/2020/04/06/us/politics/coronavirus-trump-malaria-drug.html,100000007073817,100000007073817,New York Times,2020-04-06,2020-04-10 12:17:13,U.S.,Politics,u.s.,"Hydroxychloroquine (Drug);United States Politics and Government;Coronavirus (2019-nCoV);Drugs (Pharmaceuticals);Fauci, Anthony S;Giuliani, Rudolph W;Trump, Donald J;Food and Drug Administration",,"By Peter Baker, Katie Rogers, David Enrich and Maggie Haberman",Article,Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community,"While Dr. Anthony Fauci has urged caution in using hydroxychloroquine, some doctors are prescribing it to patients who have the virus despite the fact it has never been tested for it.","['Hydroxychloroquine (Drug)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)']",['Food and Drug Administration'],"['Fauci, Anthony S', 'Giuliani, Rudolph W', 'Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump on Sunday during a news conference with members of the coronavirus task force at the White House.', 'copyright': 'Anna Moneymaker/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/06dc-virus-drug-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/merlin_171312480_c05bad56-2b02-45ef-a498-996faf035240-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/merlin_171312480_c05bad56-2b02-45ef-a498-996faf035240-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
11,nyt://article/f399818c-88ef-56c5-ba98-fec66a17b1ea,https://www.nytimes.com/2020/04/11/world/europe/chernobyl-wildfire.html,100000007083418,100000007083418,New York Times,2020-04-11,2020-04-12 11:00:26,World,Europe,world,Wildfires;Radiation;Nuclear Energy;Chernobyl (Ukraine);Kyiv (Ukraine);Ukraine,,By Maria Varenikova,Article,"Chernobyl Wildfires Reignite, Stirring Up Radiation","Wildfires are common in the so-called Zone of Alienation around the abandoned Chernobyl plant. A larger-than-typical fire is stirring up radiation, though levels remain normal in Kyiv, the Ukrainian capital.","['Wildfires', 'Radiation', 'Nuclear Energy']",[],[],"['Chernobyl (Ukraine)', 'Kyiv (Ukraine)', 'Ukraine']","[{'type': 'image', 'subtype': 'photo', 'caption': 'A field fire burning on Friday in the Chernobyl Exclusion Zone in Ukraine.', 'copyright': 'Volodymyr Shuvayev/Agence France-Presse &mdash; Getty Images', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
12,nyt://article/add07c6a-a292-5955-80d1-5e7c831607f8,https://www.nytimes.com/2020/04/07/world/coronavirus-updates-news-live.html,100000007074466,100000007074466,New York Times,2020-04-07,2020-04-13 08:27:36,World,,world,"Coronavirus (2019-nCoV);Tests (Medical);Quarantines;Johnson, Boris;Trump, Donald J",,,Article,Trump Attacks W.H.O. and Ousts Watchdog for Pandemic Fund,"New York and New Jersey recorded one-day highs for deaths, and voters in Wisconsin cast ballots while trying to exercise proper social distancing.","['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Quarantines']",[],"['Johnson, Boris', 'Trump, Donald J']",[],[],0
13,nyt://article/900a3c61-f7c6-59a2-b6cf-7729d97f9fab,https://www.nytimes.com/2020/04/11/opinion/sunday/coronavirus-hospitals-bronx.html,100000007081622,100000007081622,New York Times,2020-04-11,2020-04-12 11:07:36,Opinion,Sunday Review,opinion,"Coronavirus (2019-nCoV);Emergency Medical Treatment;Protective Clothing and Gear;Shortages;Medical Devices;Ventilators (Medical);Epidemics;Deaths (Fatalities);Nursing and Nurses;Montefiore Medical Center;Weiler, Jack D, Hospital (Bronx, NY);Bronx (NYC)",,By Nicholas Kristof,Article,Life and Death in the ‘Hot Zone’,"“If people saw this, they would stay home.” What the war against the coronavirus looks like inside two Bronx hospitals.","['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'Protective Clothing and Gear', 'Shortages', 'Medical Devices', 'Ventilators (Medical)', 'Epidemics', 'Deaths (Fatalities)', 'Nursing and Nurses']","['Montefiore Medical Center', 'Weiler, Jack D, Hospital (Bronx, NY)']",[],['Bronx (NYC)'],[],0
14,nyt://article/9ef432e7-b178-5755-bff5-7969055e22fe,https://www.nytimes.com/2020/04/12/us/politics/trump-fauci-coronavirus.html,100000007084526,100000007084526,New York Times,2020-04-12,2020-04-13 19:50:43,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);United States Politics and Government;Epidemics;Trump, Donald J;Fauci, Anthony S;National Institute of Allergy and Infectious Diseases",,By Peter Baker,Article,Trump Lashes Out at Fauci Amid Criticism of Slow Virus Response,The president retweeted a post calling for the government’s top infectious disease specialist to be fired after the doctor acknowledged that shutting down the country earlier could have saved lives.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Epidemics']",['National Institute of Allergy and Infectious Diseases'],"['Trump, Donald J', 'Fauci, Anthony S']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Dr. Anthony S. Fauci, the federal government’s top infectious disease expert, and President Trump have publicly disagreed on several issues.', 'copyright': 'Anna Moneymaker/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/14/us/politics/12dc-virus-trump2/12dc-virus-trump2-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
15,nyt://article/425c9cf9-bd3e-5907-b86a-4efc71dea5fb,https://www.nytimes.com/2020/04/08/science/new-york-coronavirus-cases-europe-genomes.html,100000007077243,100000007077243,New York Times,2020-04-08,2020-04-11 10:49:12,Science,,science,your-feed-science;Coronavirus (2019-nCoV);Genetics and Heredity;Respiratory Diseases;Science and Technology,,By Carl Zimmer,Article,"Most New York Coronavirus Cases Came From Europe, Genomes Show","Travelers seeded multiple cases starting as early as mid-February, genomes show.","['your-feed-science', 'Coronavirus (2019-nCoV)', 'Genetics and Heredity', 'Respiratory Diseases', 'Science and Technology']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Since the first genome of the coronavirus was sequenced in January, researchers around the world have sequenced over 3,000 more, some of which are genetically identical while others carry distinctive mutations.', 'copyright': 'National Institutes of Health/EPA, via Shutterstock', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/14/science/09VIRUS-MUTATIONS1/09VIRUS-MUTATIONS1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/14/science/09VIRUS-MUTATIONS1/09VIRUS-MUTATIONS1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/14/science/09VIRUS-MUTATIONS1/09VIRUS-MUTATIONS1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
16,nyt://article/556c13b3-5263-5901-86c0-9be2e18222f3,https://www.nytimes.com/2020/04/09/us/politics/trump-coronavirus-press-briefing.html,100000007077385,100000007077385,New York Times,2020-04-09,2020-04-10 17:10:31,U.S.,Politics,u.s.,"Coronavirus (2019-nCoV);Polls and Public Opinion;Presidential Election of 2020;United States Economy;United States Politics and Government;News and News Media;Television;Rumors and Misinformation;Trump, Donald J;Republican Party",,By Jonathan Martin and Maggie Haberman,Article,Trump Keeps Talking. Some Republicans Don’t Like What They’re Hearing.,"Aides and allies increasingly believe the president’s daily briefings are hurting him more than helping, and are urging him to let his medical experts take center stage.","['Coronavirus (2019-nCoV)', 'Polls and Public Opinion', 'Presidential Election of 2020', 'United States Economy', 'United States Politics and Government', 'News and News Media', 'Television', 'Rumors and Misinformation']",['Republican Party'],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump appears daily during the coronavirus task force briefings at the White House.', 'copyright': 'Anna Moneymaker/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/09/us/politics/09trump-reelect1/09trump-reelect1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/09/us/politics/09trump-reelect1/09trump-reelect1-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/09/us/politics/09trump-reelect1/09trump-reelect1-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
17,nyt://article/9d3f6daf-2df6-5d27-bc2a-09c1dddddce8,https://www.nytimes.com/2020/04/08/well/live/coronavirus-face-mask-mistakes.html,100000007073541,100000007073541,New York Times,2020-04-08,2020-04-14 00:03:16,Well,Live,well,Masks;Protective Clothing and Gear;Face;Hygiene and Cleanliness,,By Tara Parker-Pope,Article,How NOT to Wear a Mask,"Wearing a face mask takes some getting used to. To get the most benefit, you need to avoid these common mistakes.","['Masks', 'Protective Clothing and Gear', 'Face', 'Hygiene and Cleanliness']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Eleni Kalorkoti', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/smarter-living/00well-masks-dont-promo/00well-masks-dont-promo-thumbStandard-v2.png', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/smarter-living/00well-masks-dont-promo/00well-masks-dont-promo-mediumThreeByTwo210-v2.png', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/smarter-living/00well-masks-dont-promo/00well-masks-dont-promo-mediumThreeByTwo440-v2.png', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
18,nyt://article/5a8a4ff3-aa73-5c6e-b6cf-357c9c5ab743,https://www.nytimes.com/2020/04/07/world/asia/wuhan-coronavirus.html,100000007072720,100000007072720,New York Times,2020-04-07,2020-04-08 09:44:46,World,Asia Pacific,world,Coronavirus (2019-nCoV);Epidemics;Deaths (Fatalities);Quarantines;Shopping and Retail;Economic Conditions and Trends;Politics and Government;Wuhan (China);Hubei Province (China);China,,By Raymond Zhong and Vivian Wang,Article,"China Ends Wuhan Lockdown, but Normal Life Is a Distant Dream","In the city where the coronavirus outbreak was first reported, the reopening of outbound travel won’t end hard times, wariness or confinement.","['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)', 'Quarantines', 'Shopping and Retail', 'Economic Conditions and Trends', 'Politics and Government']",[],[],"['Wuhan (China)', 'Hubei Province (China)', 'China']",[],0
19,nyt://article/786142af-2cee-5af5-8a96-68b0ca86b4e9,https://www.nytimes.com/2020/04/06/opinion/trump-coronavirus-empathy.html,100000007072308,100000007072308,New York Times,2020-04-06,2020-04-10 12:43:54,Opinion,,opinion,"Coronavirus (2019-nCoV);United States Politics and Government;Trump, Donald J",,By Frank Bruni,Article,Has Anyone Found Trump’s Soul? Anyone?,He’s not rising to the challenge of the coronavirus pandemic. He’s shriveling into nothingness.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
