,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
10,nyt://article/d3c9f0cf-4a3d-5bc0-b40e-a86c25c461b4,https://www.nytimes.com/2020/04/06/us/politics/coronavirus-trump-malaria-drug.html,100000007073817,100000007073817,New York Times,2020-04-06,2020-04-10 12:17:13,U.S.,Politics,u.s.,"Hydroxychloroquine (Drug);United States Politics and Government;Coronavirus (2019-nCoV);Drugs (Pharmaceuticals);Fauci, Anthony S;Giuliani, Rudolph W;Trump, Donald J;Food and Drug Administration",,"By Peter Baker, Katie Rogers, David Enrich and Maggie Haberman",Article,Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community,"While Dr. Anthony Fauci has urged caution in using hydroxychloroquine, some doctors are prescribing it to patients who have the virus despite the fact it has never been tested for it.","['Hydroxychloroquine (Drug)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)']",['Food and Drug Administration'],"['Fauci, Anthony S', 'Giuliani, Rudolph W', 'Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump on Sunday during a news conference with members of the coronavirus task force at the White House.', 'copyright': 'Anna Moneymaker/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/06dc-virus-drug-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/merlin_171312480_c05bad56-2b02-45ef-a498-996faf035240-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/08/us/politics/06dc-virus-drug/merlin_171312480_c05bad56-2b02-45ef-a498-996faf035240-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
11,nyt://article/bb708544-051e-5fcb-bfed-a373c02e4e4f,https://www.nytimes.com/2020/04/10/us/coronavirus-live-updates.html,100000007081169,100000007081169,New York Times,2020-04-10,2020-04-11 12:08:56,U.S.,,u.s.,Coronavirus (2019-nCoV),,,Article,Trump Says Countries Must Accept Deportees or Lose Visas,The U.S. says that lifting stay-at-home rules too soon could result in a spike in infections. Apple and Google are working on a cellphone feature to help with contact tracing.,['Coronavirus (2019-nCoV)'],[],[],[],[],0
12,nyt://article/5034061d-e075-58e7-9174-b33ad40181da,https://www.nytimes.com/2020/04/07/us/coronavirus-idaho-bundy-patriot.html,100000007071981,100000007071981,New York Times,2020-04-07,2020-04-10 12:17:26,U.S.,,u.s.,"Coronavirus (2019-nCoV);Constitution (US);Epidemics;Little, Brad (1954- );Bundy, Ammon E (1975- );Remington, Tim (Pastor);Idaho",,By Mike Baker,Article,A ‘Liberty’ Rebellion in Idaho Threatens to Undermine Coronavirus Orders,"Even some public officials have challenged social-distancing requirements, calling them assaults on the Constitution. One group wants to gather up to 1,000 people for Easter.","['Coronavirus (2019-nCoV)', 'Constitution (US)', 'Epidemics']",[],"['Little, Brad (1954- )', 'Bundy, Ammon E (1975- )', 'Remington, Tim (Pastor)']",['Idaho'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Outside the Bonner General Health hospital in Sandpoint, Idaho, officials have erected two tents to help treat patients if extra space is needed.', 'copyright': 'Ruth Fremson/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/us/07virus-rebellion01/07virus-rebellion01-thumbStandard-v2.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/us/07virus-rebellion01/07virus-rebellion01-mediumThreeByTwo210-v2.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/us/07virus-rebellion01/07virus-rebellion01-mediumThreeByTwo440-v2.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
13,nyt://article/5102b753-893b-59f4-8665-7fdf4b7f7d10,https://www.nytimes.com/article/coronavirus-homemade-mask-material-DIY-face-mask-ppe.html,100000007071229,100000007071229,New York Times,2020-04-05,2020-04-09 09:05:30,Well,Live,well,Masks;Coronavirus (2019-nCoV);Do It Yourself;Protective Clothing and Gear;Sewing,,By Tara Parker-Pope,Article,What’s the Best Material for a Mask?,"Scientists are testing everyday items to find the best protection from coronavirus. Pillow cases, flannel pajamas and origami vacuum bags are all candidates.","['Masks', 'Coronavirus (2019-nCoV)', 'Do It Yourself', 'Protective Clothing and Gear', 'Sewing']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Samuel Aranda for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/04well-masks-sewing-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/well/04well-masks-sewing/merlin_171114456_5475c3c0-a60f-4ab5-b7c7-6d2cdfc5e6a1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
14,nyt://article/f399818c-88ef-56c5-ba98-fec66a17b1ea,https://www.nytimes.com/2020/04/11/world/europe/chernobyl-wildfire.html,100000007083418,100000007083418,New York Times,2020-04-11,2020-04-12 11:00:26,World,Europe,world,Wildfires;Radiation;Nuclear Energy;Chernobyl (Ukraine);Kyiv (Ukraine);Ukraine,,By Maria Varenikova,Article,"Chernobyl Wildfires Reignite, Stirring Up Radiation","Wildfires are common in the so-called Zone of Alienation around the abandoned Chernobyl plant. A larger-than-typical fire is stirring up radiation, though levels remain normal in Kyiv, the Ukrainian capital.","['Wildfires', 'Radiation', 'Nuclear Energy']",[],[],"['Chernobyl (Ukraine)', 'Kyiv (Ukraine)', 'Ukraine']","[{'type': 'image', 'subtype': 'photo', 'caption': 'A field fire burning on Friday in the Chernobyl Exclusion Zone in Ukraine.', 'copyright': 'Volodymyr Shuvayev/Agence France-Presse &mdash; Getty Images', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
15,nyt://article/34bf87ac-7647-51da-af5c-f8edda96c2ef,https://www.nytimes.com/2020/04/07/us/politics/wisconsin-pandemic-primary-republicans.html,100000007075158,100000007075158,New York Times,2020-04-07,2020-04-10 12:17:28,U.S.,Politics,u.s.,Presidential Election of 2020;Voter Registration and Requirements;Coronavirus (2019-nCoV);Supreme Courts (State);Absentee Voting,,By Reid J. Epstein,Article,Why Wisconsin Republicans Insisted on an Election in a Pandemic,Mask-wearing voters in endless lines. Five polling places instead of 180. Voting amid the coronavirus crisis is full of challenges — and connected to G.O.P. efforts to limit who gets a ballot in the state.,"['Presidential Election of 2020', 'Voter Registration and Requirements', 'Coronavirus (2019-nCoV)', 'Supreme Courts (State)', 'Absentee Voting']",[],[],[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'People lined up to vote at Riverside High School in Milwaukee on Tuesday.', 'copyright': 'Morry Gash/Associated Press', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/07/us/politics/07wisconsin-explainer1/07wisconsin-explainer1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/07/us/politics/07wisconsin-explainer1/merlin_171363771_153cdeaa-a27d-4d97-8bec-51b9cdf80eaa-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/07/us/politics/07wisconsin-explainer1/merlin_171363771_153cdeaa-a27d-4d97-8bec-51b9cdf80eaa-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
16,nyt://article/9c5ae879-0b7f-5a03-b826-58af153df161,https://www.nytimes.com/2020/04/07/arts/music/john-prine-dead-coronavirus.html,100000006715440,100000006715440,New York Times,2020-04-07,2020-04-10 17:08:01,Arts,Music,arts,"Folk Music;Deaths (Obituaries);Coronavirus (2019-nCoV);Prine, John",,By William Grimes,Article,"John Prine, Who Chronicled the Human Condition in Song, Dies at 73","A singer and songwriter with a raspy voice and a gift for offbeat humor, he was revered by his peers, including Bob Dylan. He died of the coronavirus.","['Folk Music', 'Deaths (Obituaries)', 'Coronavirus (2019-nCoV)']",[],"['Prine, John']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'John Prine in 2010. In the 1970s, music writers were eager to crown a successor to Bob Dylan, and Mr. Prine, with his sandpapery voice and literate way with a song, came ready to order. ', 'copyright': 'Chad Batka for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/09/obituaries/09prine1/07prine1-sub-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/09/obituaries/09prine1/merlin_36473839_a6429490-8597-41fe-a497-0e482cfd32de-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/09/obituaries/09prine1/merlin_36473839_a6429490-8597-41fe-a497-0e482cfd32de-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
17,nyt://article/786142af-2cee-5af5-8a96-68b0ca86b4e9,https://www.nytimes.com/2020/04/06/opinion/trump-coronavirus-empathy.html,100000007072308,100000007072308,New York Times,2020-04-06,2020-04-10 12:43:54,Opinion,,opinion,"Coronavirus (2019-nCoV);United States Politics and Government;Trump, Donald J",,By Frank Bruni,Article,Has Anyone Found Trump’s Soul? Anyone?,He’s not rising to the challenge of the coronavirus pandemic. He’s shriveling into nothingness.,"['Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Al Drago for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05bruninew/05bruninew-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
18,nyt://article/39fc4c57-7f6e-593c-a024-10d3197770cf,https://www.nytimes.com/2020/04/05/opinion/trump-coronavirus.html,100000007072098,100000007072098,New York Times,2020-04-05,2020-04-10 12:43:55,Opinion,,opinion,"Narcissism;Coronavirus (2019-nCoV);United States Politics and Government;Trump, Donald J",,By Jennifer Senior,Article,This Is What Happens When a Narcissist Runs a Crisis,Trump’s catastrophic performance has as much to do with psychology as ideology.,"['Narcissism', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Trump, Donald J']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'President Trump last year at the White House. His mental health has been questioned since the early days of his administration.', 'copyright': 'Damon Winter/The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/05seniorWeb-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/merlin_166167384_5cdc6f36-7fba-4a60-9203-4c841364eff4-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/05/opinion/05seniorWeb/merlin_166167384_5cdc6f36-7fba-4a60-9203-4c841364eff4-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
19,nyt://article/cc7b46c9-39f9-5aea-8347-ce62997e28f7,https://www.nytimes.com/2020/04/06/us/coronavirus-schools-attendance-absent.html,100000007067775,100000007067775,New York Times,2020-04-06,2020-04-10 12:17:19,U.S.,,u.s.,"E-Learning;Shutdowns (Institutional);Education (K-12);Coronavirus (2019-nCoV);Income Inequality;Teachers and School Employees;Absenteeism and Truancy;Beutner, Austin;Casserly, Michael;Brooklyn Technical High School;Council of the Great City Schools;Cleveland (Ohio);Minford (Ohio);Los Angeles (Calif);New York City",,"By Dana Goldstein, Adam Popescu and Nikole Hannah-Jones",Article,"As School Moves Online, Many Students Stay Logged Out",Teachers at some schools across the country report that fewer than half of their students are participating in online learning.,"['E-Learning', 'Shutdowns (Institutional)', 'Education (K-12)', 'Coronavirus (2019-nCoV)', 'Income Inequality', 'Teachers and School Employees', 'Absenteeism and Truancy']","['Brooklyn Technical High School', 'Council of the Great City Schools']","['Beutner, Austin', 'Casserly, Michael']","['Cleveland (Ohio)', 'Minford (Ohio)', 'Los Angeles (Calif)', 'New York City']","[{'type': 'image', 'subtype': 'photo', 'caption': 'Daniel Gonzalez Rosas, 17, outside of his shuttered school, the Maywood Center for Enriched Studies in Los Angeles County. Daniel said that only about half of his classmates join video conference calls for class. “Most are under the impression that school is optional given the circumstances we are in,” he said.', 'copyright': 'David Walter Banks for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/06/us/06virus-attendance-3/06virus-attendance-3-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/06/us/06virus-attendance-3/06virus-attendance-3-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/06/us/06virus-attendance-3/06virus-attendance-3-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
