,uri,url,id,asset_id,source,published_date,updated,section,subsection,nytdsection,adx_keywords,column,byline,type,title,abstract,des_facet,org_facet,per_facet,geo_facet,media,eta_id
10,nyt://article/f399818c-88ef-56c5-ba98-fec66a17b1ea,https://www.nytimes.com/2020/04/11/world/europe/chernobyl-wildfire.html,100000007083418,100000007083418,New York Times,2020-04-11,2020-04-12 11:00:26,World,Europe,world,Wildfires;Radiation;Nuclear Energy;Chernobyl (Ukraine);Kyiv (Ukraine);Ukraine,,By Maria Varenikova,Article,"Chernobyl Wildfires Reignite, Stirring Up Radiation","Wildfires are common in the so-called Zone of Alienation around the abandoned Chernobyl plant. A larger-than-typical fire is stirring up radiation, though levels remain normal in Kyiv, the Ukrainian capital.","['Wildfires', 'Radiation', 'Nuclear Energy']",[],[],"['Chernobyl (Ukraine)', 'Kyiv (Ukraine)', 'Ukraine']","[{'type': 'image', 'subtype': 'photo', 'caption': 'A field fire burning on Friday in the Chernobyl Exclusion Zone in Ukraine.', 'copyright': 'Volodymyr Shuvayev/Agence France-Presse &mdash; Getty Images', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/12/world/12SUBchernobyl-fires-print/11chernobyl-fires1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
11,nyt://article/900a3c61-f7c6-59a2-b6cf-7729d97f9fab,https://www.nytimes.com/2020/04/11/opinion/sunday/coronavirus-hospitals-bronx.html,100000007081622,100000007081622,New York Times,2020-04-11,2020-04-12 11:07:36,Opinion,Sunday Review,opinion,"Coronavirus (2019-nCoV);Emergency Medical Treatment;Protective Clothing and Gear;Shortages;Medical Devices;Ventilators (Medical);Epidemics;Deaths (Fatalities);Nursing and Nurses;Montefiore Medical Center;Weiler, Jack D, Hospital (Bronx, NY);Bronx (NYC)",,By Nicholas Kristof,Article,Life and Death in the ‘Hot Zone’,"“If people saw this, they would stay home.” What the war against the coronavirus looks like inside two Bronx hospitals.","['Coronavirus (2019-nCoV)', 'Emergency Medical Treatment', 'Protective Clothing and Gear', 'Shortages', 'Medical Devices', 'Ventilators (Medical)', 'Epidemics', 'Deaths (Fatalities)', 'Nursing and Nurses']","['Montefiore Medical Center', 'Weiler, Jack D, Hospital (Bronx, NY)']",[],['Bronx (NYC)'],[],0
12,nyt://article/3b99fe67-dff5-51ba-a493-f833ccb9f117,https://www.nytimes.com/2020/04/12/health/chloroquine-coronavirus-trump.html,100000007084536,100000007084536,New York Times,2020-04-12,2020-04-12 23:10:40,Health,,health,Hydroxychloroquine (Drug);Chloroquine (Drug);Azithromycin (Drug);Research;Coronavirus (2019-nCoV);Drugs (Pharmaceuticals);Manaus (Brazil),,By Katie Thomas and Knvul Sheikh,Article,Small Chloroquine Study Halted Over Risk of Fatal Heart Complications,"A research trial of coronavirus patients in Brazil ended after patients taking a higher dose of chloroquine, one of the drugs President Trump has promoted, developed irregular heart rates.","['Hydroxychloroquine (Drug)', 'Chloroquine (Drug)', 'Azithromycin (Drug)', 'Research', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)']",[],[],['Manaus (Brazil)'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Packets of Nivaquine tablets containing chloroquine, and Plaquenil tablets containing hydroxychloroquine. Both drugs have been promoted by President Trump as a coronavirus treatment.', 'copyright': 'Gerard Julien/Agence France-Presse — Getty Images', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/12/science/12virus-chloroquine1/12virus-chloroquine1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/12/science/12virus-chloroquine1/12virus-chloroquine1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/12/science/12virus-chloroquine1/12virus-chloroquine1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
13,nyt://article/b8de757c-c735-50fe-b79e-f27ea4c91749,https://www.nytimes.com/1995/08/20/us/bank-credits-95093-junk-mail-check-to-customer-s-account.html,1995082000000487995,1995082000000487995,New York Times,1995-08-20,2019-02-14 15:22:03,U.S.,,u.s.,"Frauds and Swindling;Checks and Checking Accounts;Banks and Banking;COMBS, PATRICK;First Interstate Bancorp",,By The Associated Press,Article,"Bank Credits $95,093 Junk-Mail Check to Customer's Account",,"['Frauds and Swindling', 'Checks and Checking Accounts', 'Banks and Banking']",['First Interstate Bancorp'],"['COMBS, PATRICK']",[],[],0
14,nyt://article/5b6a398c-25cf-5f9f-8682-92a7f917c5b4,https://www.nytimes.com/2020/04/13/nyregion/coronavirus-new-york-update.html,100000007084396,100000007084396,New York Times,2020-04-13,2020-04-14 00:14:03,New York,,new york,Coronavirus (2019-nCoV);New York State;New York City,,,Article,"‘Worst Is Over,’ Cuomo Says as 7 States Ally to Reopen Economy",The announcement of a team effort to ease restrictions that have halted most aspects of life coincided with hopefuls signs about the coronavirus’s spread.,['Coronavirus (2019-nCoV)'],[],[],"['New York State', 'New York City']","[{'type': 'image', 'subtype': 'photo', 'caption': 'Outside Bronx Lebanon Hospital Center on Monday.', 'copyright': 'Dave Sanders for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/13/nyregion/13nyvirus-briefingNEW1/13nyvirus-briefingNEW1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/13/nyregion/13nyvirus-briefingNEW1/merlin_171555654_0194b6d7-1296-4979-ae72-ec842af2451d-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/13/nyregion/13nyvirus-briefingNEW1/merlin_171555654_0194b6d7-1296-4979-ae72-ec842af2451d-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
15,nyt://article/9de11012-0c97-5187-bb08-196922d8a578,https://www.nytimes.com/2020/04/13/us/politics/wisconsin-primary-results.html,100000007084965,100000007084965,New York Times,2020-04-13,2020-04-13 23:58:07,U.S.,Politics,u.s.,"Presidential Election of 2020;Primaries and Caucuses;Biden, Joseph R Jr;Sanders, Bernard;Democratic Party",,By Reid J. Epstein,Article,Upset Victory in Wisconsin Supreme Court Race Gives Democrats a Lift,A liberal challenger’s surprise triumph over a Trump-backed incumbent demonstrated strong turnout and vote-by-mail efforts for the Democrats in a key general election state.,"['Presidential Election of 2020', 'Primaries and Caucuses']",['Democratic Party'],"['Biden, Joseph R Jr', 'Sanders, Bernard']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'People lined up to vote in person last Tuesday in Wisconsin after a court ruling that the state’s elections should proceed despite the risks of the coronavirus.\xa0', 'copyright': 'Lauren Justice for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13wisconsin-results1/13wisconsin-results1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13wisconsin-results1/merlin_171371982_4573b100-3547-4809-a581-10bd08ab7333-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13wisconsin-results1/merlin_171371982_4573b100-3547-4809-a581-10bd08ab7333-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
16,nyt://article/8bde7911-aff5-538b-832c-8e13f45434d4,https://www.nytimes.com/2020/04/12/us/politics/joe-biden-tara-reade-sexual-assault-complaint.html,100000007083032,100000007083032,New York Times,2020-04-12,2020-04-13 09:25:57,U.S.,Politics,u.s.,"Presidential Election of 2020;Sex Crimes;#MeToo Movement;Biden, Joseph R Jr;Trump, Donald J;Reade, Tara;Democratic Party",,By Lisa Lerer and Sydney Ember,Article,Examining Tara Reade’s Sexual Assault Allegation Against Joe Biden,"Ms. Reade, a former Senate aide, has accused Mr. Biden of assaulting her in 1993 and says she told others about it. A Biden spokeswoman said the allegation is false, and former Senate office staff members do not recall such an incident.","['Presidential Election of 2020', 'Sex Crimes', '#MeToo Movement']",['Democratic Party'],"['Biden, Joseph R Jr', 'Trump, Donald J', 'Reade, Tara']",[],"[{'type': 'image', 'subtype': 'photo', 'caption': 'Tara Reade worked as a staff assistant in Joseph R. Biden’s Senate office in 1993, helping manage the office interns.', 'copyright': 'Max Whittaker for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13biden-allegation-top/13biden-allegation-top-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13biden-allegation-top/merlin_171514476_a6c67406-4554-463f-baf2-98d1cb904dec-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/13/us/politics/13biden-allegation-top/merlin_171514476_a6c67406-4554-463f-baf2-98d1cb904dec-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
17,nyt://article/0ae9ed2c-429c-5803-b6a5-1674bf1151d2,https://www.nytimes.com/2020/04/11/business/coronavirus-destroying-food.html,100000007080497,100000007080497,New York Times,2020-04-11,2020-04-12 12:12:46,Business,,business,Agriculture and Farming;Dairy Products;Vegetables;Poultry;Food;Waste Materials and Disposal;Shortages;Coronavirus (2019-nCoV);Shutdowns (Institutional);United States,,By David Yaffe-Bellany and Michael Corkery,Article,"Dumped Milk, Smashed Eggs, Plowed Vegetables: Food Waste of the Pandemic","With restaurants, hotels and schools closed, many of the nation’s largest farms are destroying millions of pounds of fresh goods that they can no longer sell.","['Agriculture and Farming', 'Dairy Products', 'Vegetables', 'Poultry', 'Food', 'Waste Materials and Disposal', 'Shortages', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']",[],[],['United States'],"[{'type': 'image', 'subtype': 'photo', 'caption': 'A tractor mulches green beans at an R.C. Hatton farm in Florida. &ldquo;It&rsquo;s heartbreaking,&rdquo; an owner of the farm said.', 'copyright': 'Rose Marie Cromwell for The New York Times', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/12/business/12virus-foodwaste/11virus-foodwaste-1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/12/business/12virus-foodwaste/11virus-foodwaste-1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/12/business/12virus-foodwaste/11virus-foodwaste-1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
18,nyt://article/e790e0ff-c30e-5cba-beec-964f34bd6874,https://www.nytimes.com/1988/02/25/us/brain-wound-eliminates-man-s-mental-illness.html,1988022500000916288,1988022500000916288,New York Times,1988-02-25,2018-12-28 04:24:43,U.S.,,u.s.,Children and Youth;Mental Health and Disorders;Suicides and Suicide Attempts;PHYSICIAN'S WEEKLY,,AP,Article,Brain Wound Eliminates Man's Mental Illness,,"['Children and Youth', 'Mental Health and Disorders', 'Suicides and Suicide Attempts']","[""PHYSICIAN'S WEEKLY""]",[],[],[],0
19,nyt://article/e2f5c443-c3dc-501a-983f-2542be743556,https://www.nytimes.com/2020/04/10/magazine/coronavirus-economy-debate.html,100000007080014,100000007080014,New York Times,2020-04-10,2020-04-11 05:47:55,Magazine,,magazine,"Coronavirus (2019-nCoV);United States Economy;Ethics and Official Misconduct;Barber, William J II;Case, Anne (1958- );Emanuel, Ezekiel J;Gupta, Vanita;Singer, Peter (1946- );United States",,By The New York Times Magazine,Article,Restarting America Means People Will Die. So When Do We Do It?,Five thinkers weigh moral choices in a crisis.,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Ethics and Official Misconduct']",[],"['Barber, William J II', 'Case, Anne (1958- )', 'Emanuel, Ezekiel J', 'Gupta, Vanita', 'Singer, Peter (1946- )']",['United States'],"[{'type': 'image', 'subtype': 'photo', 'caption': '', 'copyright': 'Photo illustration by Tyler Comrie', 'approved_for_syndication': 1, 'media-metadata': [{'url': 'https://static01.nyt.com/images/2020/04/10/magazine/10mag-roundtable-1/10mag-roundtable-1-thumbStandard.jpg', 'format': 'Standard Thumbnail', 'height': 75, 'width': 75}, {'url': 'https://static01.nyt.com/images/2020/04/10/magazine/10mag-roundtable-1/10mag-roundtable-1-mediumThreeByTwo210.jpg', 'format': 'mediumThreeByTwo210', 'height': 140, 'width': 210}, {'url': 'https://static01.nyt.com/images/2020/04/10/magazine/10mag-roundtable-1/10mag-roundtable-1-mediumThreeByTwo440.jpg', 'format': 'mediumThreeByTwo440', 'height': 293, 'width': 440}]}]",0
